,text,rating
10,"Lưu ý: Tác phẩm này của Nguyên Phong PHÓNG TÁC nhé! Không phải tác giả, cũng không phải dịch giả. Tác giả của tác phẩm gốc ""Sinuhe - The Egyptian"" là Mika Waltari - một nhà văn lớn người Ba Lan


Tình cờ là mình vừa đọc xong tác phẩm ""Tôi tự học"" của cụ Thu Giang Nguyễn Duy Cần, rồi sau đó đọc ngay đến tiểu thuyết này. Đúng là một trải nghiệm không mấy dễ chịu khi biết được nguồn gốc và những câu chuyện liên quan của tác phẩm. Mình không phải mẫu người chỉ ""cảm"" tác phẩm qua nội dung. Trước, trong và sau khi đọc sách mình cũng tìm hiểu khá nhiều những vấn đề xung quanh 1 cuốn sách: tác giả, hoàn cảnh ra đời của tác phẩm, sự tiếp nhận của độc giả,...Và cuốn sách ""Dấu chân trên cát"" này có rất nhiều tai tiếng liên quan. Mình sẽ không đề cập sâu việc này, mọi người muốn biết có thể nghiên cứu thêm.

Đây là tác phẩm rất hay cho những người hứng thú với nên văn minh Ai Cập cổ đại. Mika Waltari nếu thực sự chưa từng đặt chân đến Ai Cập mà viết được tác phẩm này thật là bậc thiên tài. Vì tác phẩm gốc của ông theo Tiếng Ba Lan, nên mọi người có thể tìm đọc bản dịch Tiếng Anh của nó. Nghĩ đến bản phóng tác của Nguyên Phong thực sự khiến mình khó chịu. Mình đã đặt niềm tin vào những trải nghiệm của Nguyên Phong trong ""Muôn kiếp nhân sinh"", nhưng đến cuốn sách này, mọi thứ đã thực sự sụp đổ. Chắc mình sẽ không đọc tác phẩm nào của Nguyên Phong nữa. Thân ái và tạm biệt!


2 sao của ""Dấu chân trên cát"" - Nguyên Phong
4 sao cho tác phẩm của Mika Waltari mặc dù mình chưa có điều kiện đọc (less)",2
11,"Một cuốn sách tâm linh lôi cuốn được cài cắm khéo léo các yếu tố văn hóa, lịch sử và nghệ thuật. Mạch truyện về cuối được đẩy nhanh nên đọc rất cuốn và những triết lý cũng như tư tưởng về giáo dục được thể hiện cao trào ở đoạn này.

Đây là lần thứ hai mình đọc một cuốn sách về tâm linh và cảm thấy bản thân nhẹ nhõm, được chữa lành hơn hẳn. Có lẽ là được đọc đúng lúc, đúng thời điểm nên cuốn này khá có ý nghĩa đối với mình. Ưng cái bụng lun, tự hỏi bản thân sao không đọc sớm hơn hì.",5
12,"Một cuốn sách không có chút tôn trọng nào với tác giả và tác phẩm gốc, một phong cách ""phóng tác"" rất thường thấy của Nguyên Phong:

Tính chân thực của tiểu sử tác giả trong “Dấu chân trên cát”

Trong “Lời nói đầu” của DCTC, tác giả Nguyên Phong dành 16 dòng giới thiệu hết sức sơ lược nhưng đáng trách là rất sai lạc về tác giả Mika Waltari (trừ năm sinh và năm mất). Nguyên Phong viết rất sai rằng: “Mika Waltari (1908-1979) là một nhà soạn kịch nổi tiếng, đã viết hơn tám mươi kịch bản cho sân khấu kịch nghệ Broadway.” và “Cho đến nay, dù đã soạn hơn tám mươi vở kịch nổi tiếng nhưng The Egyptian vẫn là cuốn tiểu thuyết đầu tay và duy nhất của ông.” Trong khi đó Mika Waltari là một trong số những nhà văn nổi tiếng nhất trên thế giới của Phần Lan, đã sáng tác rất nhiều thể loại khác nhau từ tiểu thuyết (22 tác phẩm), truyện vừa (15), kịch (26 vở), thơ (6 tập), truyện ngắn (4 tuyển tập), đến truyện trinh thám (7 tập)!

Về sự ra đời của “The Egyptian” Nguyên Phong viết như thật: “Trong chuyến du lịch Hy Lạp, ông nghe kể về Sinuhe, một giai thoại phổ thông vẫn được lưu truyền trong dân gian xứ này. Ông đã tìm hiểu, tiếp xúc với các bô lão để ghi chép, thâu tập chi tiết về nhân vật lạ lùng này rồi thêm vào đó một vài tình tiết với ý định sẽ dựng một vở kịch lớn nhưng nửa chừng, ông bỏ ý định và soạn thành cuốn tiểu thuyết “The Egyptian”. Trong khi trên thực tế Mika Waltari viết “Sinuhe-Egyptiläinen” khi chưa hề đến Hy Lạp hay Ai Cập. Ông chỉ dựa vào những tư liệu sưu tầm được trong tủ sách của gia đình và từ các thư viện ở Phần Lan.

Cũng như việc không nêu tên dịch giả của bản dịch “The Egyptian”, việc không giới thiệu Mika Waltari là người nước nào khi nhắc đến tên ông và sử dụng tác phẩm của ông là điều rất đáng trách. Rất tiếc, những thông tin đó đã khiến nhiều bạn đọc tin, trong đó có cả giáo viên dạy sử đã viết: “Hơn thế nữa vì nó còn là tác phẩm “để đời” của tác giả vì “Cho đến nay dù đã soạn hơn 80 vở kịch nổi tiếng nhưng The Egyptian vẫn là cuốn tiểu thuyết đầu tay và duy nhất của ông“. Tôi trân trọng tin tưởng lời giới thiệu ngắn gọn nhưng đủ sức thuyết phục ấy.”[4]

Cách làm việc như trên trong sách “Dấu chân trên cát” là không thể chấp nhận được đối với tác giả Mika Waltari và tác phẩm của ông đồng thời rất đáng được chú ý với những người làm sách và làm xuất bản sách. Những gì “Của Caesar, trả về Caesar”. Nhân năm kỉ niệm 110 năm sinh của Mika Waltari chúng tôi nghĩ những điều thiếu chính xác trên cần được đính chính. Trước khi viết bài này tôi đã liên lạc với tác giả Nguyên Phong để được biết ông đã dựa vào nguồn tư liệu nào để giới thiệu về Mika Waltari như vậy? Ông đã đọc câu hỏi của tôi song rất tiếc sau một thời gian dài tôi vẫn không nhận được lời đáp. Rất mong trọn bộ tiểu thuyết Sinuhe – Người Ai Cập sẽ sớm được dịch ra tiếng Việt để bạn đọc Việt Nam được thưởng thức tác phẩm này với đầy đủ tính chân thực của nó.

Nguồn: https://diemsach.info/phe-binh-va-thu... (less)",1
13,"Hầu hết các tác phẩm phóng tác của Nguyên Phong đều lấy bối cảnh là một nền văn minh cổ xưa hoặc một thánh địa tôn giáo cùng những triết lý và tư tưởng đi cùng. Những câu chuyện vừa mang tính hư cấu vừa đẫm màu sắc sử thi. Dù căn bản là truyện kể của người khác nhưng tất cả những phóng tác ấy đều khá được yêu mến bởi những ngụ ý và thông điệp xuyên suốt về tình yêu thương và lòng cao thượng.

Trong tác phẩm này, Sinuhe là hợp nhất của hỉ - nộ - ái - ố và cũng một chút tham-sân-si qua từng giai đoạn. Một vị lương y kế nghiệp cha chỉ mong sống một cuộc đời thanh bần và chữa bệnh cho người nghèo sau này lại trở thành một hầu cận tin tưởng của Pharaoh Akhenaten. Hoàn cảnh, môi trường và những đắm say tình ái khiến Sinuhe phải trả giá bằng việc mất tài sản, mất sự nghiệp, mất cả đấng sinh thành và hiểu lầm trong tình bạn với Horemheb, con trai người bán bánh nghèo khổ sau này trở thành lính ngự lâm. Những bôn ba khi thoát ly khỏi Ai Cập đến Palestin và tiếp tục hành nghề y đã khiến anh thay đổi toàn bộ lối sống và lối chữa bệnh của mình. Đã có lúc, tiền tài và danh vọng cướp đi sự ngây thơ nhân hậu của anh.

Chính Pharaoh Akhenaten, vị vua minh đức và bác ái đã kéo anh trở lại với bản ngã của mình. Ông là người đã chinh qua bao nhiêu cuộc chiến, đối mặt với sự tranh giành quyền lực và những tham vọng xấu xa bỉ ổi từ trong ra ngoài, từ kẻ thù ngoại bang cho đến những người ruột thịt. Ông chỉ cho Sinuhe rằng việc duy nhất giải quyết sự bất đồng ý kiến hay dị biệt tư tưởng là tình thương vì nó đưa đến sự chấp nhận những khác biệt, thiếu tình thương là thiếu hiểu biết. Vũ khí mới không phải là cung tên giáo mác mà là các giáo sĩ, học giả, nghệ sĩ và nhà khoa học. Ông là một vị Pharaoh có tư tưởng cực kì tiến bộ.

Nền văn minh Ai Cập được xây dựng trên căn bản của khoa học chiêm tinh, khoa học về sự sống và khoa học về cái chết. Kiến thức về cái chết phải chăng chỉ là sự thất vọng về cuộc sống? Nếu những hạt giống của lòng cao thượng được nuôi dưỡng thì liệu rằng sự thất vọng ấy sẽ được thay thế chăng? Một vị minh triết hay một vị chân tu nào cũng sẽ nhận thức được rằng chiến tranh không thể giải quyết ổn thỏa mọi thứ mà chỉ có tình yêu thương mới giữ cho xã hội ổn định và con người được bình đẳng như nhau.

Cuối cùng, Pharaoh Akhenaten khép mắt lại trong vĩnh hằng để lại sự tranh giành quyền lực cho nhóm người tham vọng nhưng cũng kịp trao tặng lại những lý tưởng về một xã hội đầy nhân ái cho Sinuhe, anh đem theo những chân lý ấy suốt hành trình làm y sĩ của mình đến tận cuối đời.

Bỏ qua những giáo điều và triết lý ngập trong truyện, bỏ qua những tranh cãi về một tác phẩm phóng tác, điều rút ra được sau khi đọc chắc chắn sẽ cô đọng đủ để ta có thêm lý do chiêm nghiệm và thay đổi. (less)",4
14,"Cuốn sách lấy Ai Cập làm bối cảnh xuyên suốt, mà Muôn Kiếp Nhân Sinh (MKNS) thì hơn phân nửa cuốn cũng là về triều đại Pharaoh hùng vĩ. Thành ra có nhiều đoạn mình có cảm giác như đang đọc lại MKNS vậy. Qua đó cũng cho thấy tư tưởng và niềm tin của tác giả Nguyên Phong về luân hồi, nghiệp báo, giáo dục và tình yêu thương khá là vững chắc và thống nhất trong thời gian dài với nhiều tác phẩm khác nhau.

Ngoài ra, do quyển sách là phóng tác nên có nhiều điểm khác so với bản gốc Sinuhe Egyptiläinen của Mika Waltari. Mình lướt qua thì thấy bản gốc dài hơn rất nhiều, tình tiết trong câu chuyện cũng nhiều hơn. Còn bản của tác giả Nguyên Phong thì nhiều đoạn phát triển tâm lí của nhân vật bị tém gọn lại nên đọc vài chỗ bị hụt và chưng hửng (mình sẽ review bản dịch tiếng anh The Egyptian sau khi đọc xong để có một cái nhìn toàn diện và chính xác hơn). Tuy vậy thì cách hành văn quen thuộc của Nguyên Phong mà với mỗi một lời thoại đều được lồng vào rất nhiều triết lý sâu sắc đã làm quyển sách cực kì thu hút.

Dấu Chân Trên Cát về căn bản thì rất hay, nhưng vì mình đã nhai đi nhai lại cuốn Hành Trình Về Phương Đông (HTVPĐ) và MKNS nên cũng không có nhiều kiến thức mới mẻ và ấn tượng. Còn có một lí do chủ quan nữa là trong bộ sách của tác giả Nguyên Phong thì HTVPĐ là cuốn sách đầu tiên mình đọc được nên nó thành một chuẩn mực cho những cuốn sách về sau, giống như tình yêu đầu thì thường để lại ấn tượng sâu sắc nhất vậy.

Dù là thế, cuốn sách đã rất thành công trong việc khơi gợi trí tò mò và yêu thích khám phá của mình về lịch sử Ai Cập cổ đại. Đọc sách bao nhiêu tiếng thì thời gian ngồi google mò hết tên các vị pharaohs rồi lăng tẩm cũng chừng đó tiếng chứ không ít hơn. Khúc cuối sách vừa có nhiều pha bẻ lái bất ngờ, vừa nhấn mạnh vào tầm quan trọng của giáo dục nên cũng là phần mình tâm đắc nhất! (less)",4
15,"Giống như cuốn Hành trình về Phương Đông, đây một cuốn sách khá lôi cuốn, dễ đọc và nhiều thông tin; nhưng mình chờ đợi giá nó khơi dậy nhiều cảm xúc hơn một chút...

""Theo cuốn Tử thư, lúc đầu vũ trụ chỉ là một luồng ánh sáng tinh khiết không có màu sắc (tượng trưng cho sự tuyệt đối), nhưng sau phân chia ra thành hai màu đen trắng, hay ngày và đêm (tượng trưng cho sự tương đối). Từ khi có sự phân chia này thì quan niệm hữu hình - vô hình, chánh - tà, thiện - ác, tốt - xấu, bắt đầu nảy sinh"". (less)",3
16,"HIểu hơn về lịch sử của Ai Cập và về 1 vị vua anh minh mà tới nay vẫn còn nhiều bí ẩn trên khía cạnh khảo cổ. Trí tuệ cổ xưa đã được chiêm nghiệm và phát triển ở mức đỉnh cao như vậy.

Biết ơn Pharaoh Akhenaten, bằng trí tuệ của mình, đã định hướng cho Sinuhe tạo ra những con người xuất chúng trong lịch sử loài người.",5
17,"5*
Phải nói là tuyệt vời một phóng tác rất hay của bác Nguyen Phong nói về bác thì khỏi bàn rồi bác viết rất chi là cuốn luôn mình đọc như đang xem một bộ phim á haha cuốn sách hơn 400 trang mà mình đọc 3 ngày hết trơn rồi :((. Cuốn sách là một câu chuyện xoay qua nhân vật chính là Shinuhe dẫn dắt cho ta thấy về lịch sử sự huy hoàng của Ai Cập đi kèm với đó là những bài học quý giá giúp ta trở nên thánh thiện và phê phán những lối sống cổ hủ tàn bạo của các Pharaoh như tham lam ích kỉ cổ xúy chiến tranh..... Bài học mình rút ra đc ở trong cuốn sách là sách giúp ta trở nên một người tốt một người hướng thiện và nhận rõ những điều xấu xa ắt sẽ mang lại điều không lành. Thứ hai đó là những bài học về sự thất bại của Shinuhe một người ham học , chữa bách bệnh chỉ vì một cô con gái mà nảy sinh lòng thù hận và trở thành một con người tham lam chạy theo vật chất xa hoa nhằm cho ta thấy bản ngã của con người thật sự ghê gớm nhưng sau cùng khi đã tỉnh thức được rồi Shinuhe trở thành một người tốt làm việc với lương tâm với con tim của mình cũng giống như ông cha ta đã nói "" thất bại là mẹ của thành công "" một bài học rất hay . Và cuối cùng đó là trước khi muốn thay đổi thế giới thì phải thay đổi chính mình , mình kh thể bắt ép người khác làm theo ý mình được và muốn người khác thay đổi trước tiên phải thay đổi chính mình . Một cuốn sách rất hay phù hợp với mọi người đặc biệt là những bạn tò mò về lịch sử như mình cũng như là mới bắt đầu đọc sách liên quan đến tâm linh. (less)",5
18,"Cuốn này thật sự dễ nuốt hơn hành trình về phương Đông, có lẽ tại vì lần này Nguyên Phong là người phóng tác chứ không phải dịch giả 😂. Cốt truyện thật sự rất hút mình, quay về thời Ai Cập cổ đại với chàng trai Sinuhe - con trai của một y sĩ nghèo và hành trình tiếp bước cha mình của anh, từ những người anh gặp đến những điều anh học từ trường Khoa học sự sống và khoa học sự chết. Kèm theo đó là những triết lý nhân sinh mà tác giả gửi gắm qua các sự kiện trong truyện, tuy có vài sự kiện mình cảm thấy hơi vô lý ví như lí do chàng trai từ một người hiền lành tử tế tại sao lại dễ rơi vào vòng xoáy thù hận đến như vậy và cả nút thắt giải tỏa hận thù cũng nhanh và miễn cưỡng đến không ngờ 😂. Đọc đến cuối sách thì mình mới biết tên của các nhân vật chính trong truyện hầu như đều có thật trong lịch sử, từ vị Pharaoh Akhenaten, Người bạn thân của anh là Horemheb và Sinuhe người trong truyện được cho rằng là người Ai Cập đã đến hi Lạp mở trường học và đào tạo nên thế hệ triết gia xuất chúng là Plato, Aristotle, Socrates... chi tiết này tuy rằng rất khó tin nhưng không thể chối cãi độ hay của câu chuyện mà tác giả kể, làm người đọc một khi đã theo thì không tài nào dứt ra được 😂 (less)",3
19,"Mặc dù với chú thích là Phong tác. Nhưng sách cũng đã lột tả khá lôi cuốn về lịch sử của Ai Cập.
Cách con người đối xử với nhau: Tình thân, tình bạn, tình yêu của nhân vật chính. Sự dẫn dắt và lôi cuốn của dục vọng, tiền tài, kiên thức uyên bác. Quyền lực từ các đời Pharaoh.
Đọc rất hay, chilling",4
20,"Cuốn này cho mình thêm rất nhiều kiến thức bổ ích cũng như những bài học sâu sắc. Sách viết về triết lý sống, đan xen rất nhiều kiến thức tâm linh, lịch sử, văn hóa, tôn giáo, tưởng chừng sẽ rất khó đọc. Nhưng tác giả dùng cách diễn đạt lồng ghép trong một câu chuyện nửa thật nửa hư cấu, về cuộc đời của một người Ai Cập bí ẩn đến mở trường dạy học tại Hy Lạp, thành ra rất lôi cuốn và dễ đọc.",5
21,"Một cuốn sách rất đáng đọc. Hiểu thêm về 1 vị Pharaoh có đường lối cải tổ khác hoàn toàn các Pharaoh khác, hướng đến một thời kì ko chiến tranh, con người phải hướng thiện, vì lợi ích chung",5
