,text,rating
10,"Cuốn sách khiến mình phải đọc rất chậm, vì có những chi tiết miêu tả khiến mình rất xúc động. Nó đã giúp mình liên kết được phần nào những mảnh thông tin vụn vặt từ trước đến nay mình được biết nhưng chưa thể sâu chuỗi lại. Mình cũng thích cách kể câu chuyện của tác giả, rất thật và lôi cuốn.",5
11,"Nếu đây là một tuyển tập các bài báo từ một nhà báo lão luyện thì được 4/5
Nếu đây là một cuốn sách về lịch sử thì có quá nhiều cảm xúc và khá lộn xộn trong cách trình bày về thời gian 2/5
Chốt lại 3/5",3
12,"A very interesting and valuable book that explores a difficult subject of Vietnam's history - the 1975-1986 period, about which very few studies have been published by either Vietnamese or foreign researchers due to the restriction in terms of primary sources by the domestic authority, and the consequential lack of understanding by outsiders. A little bit disorganised and unbalanced with too many personal accounts that are deeply emotional but do not really provide a better look at the ""big picture"" (namely the socio-economic and security situation of Vietnam as a whole at that time, instead of just the conditions of Sai Gon/Ho Chi Minh City where many, but not all, things happened), the book can nevertheless serve as a precious primary/secondary sources for future researchers in writing proper historical discourses about this period (admirably enough, Huy Đức himself considers, rightfully so, his works as a record of the period, and not an actual critical study of related events) with an in-depth and more holistic comparison between the author's account and information from other sources (hopefully the government will be more receptive in providing the academic community with direct access to official accounts and relevant witnesses to this period - before they all die of old ages - the second half of this book is especially useful in this aspect - preserving the voices of history before their disappearance into the past). Vietnam's history has been exemplified by painful experiences, and the 1975-1986 period of Vietnam is no different, the best we - researchers and the audience alike, can do is trying to have a more comprehensive understanding about historical events and people of that period so that lessons can be learned, and painful experiences would not be repeated in the future. (less)",4
13,"Tôi không đọc một lèo cuốn này mà đọc ngắt quãng, do đó cảm xúc cũng không “xúc động” một cách liên tục, đẩy cao trào thành cảm xúc tiêu cực về chế độ. Tuy nhiên, cuốn sách này đúng là cung cấp cho thế hệ 8x sau này của chúng tôi một cái nhìn đa chiều hơn về chế độ, nhà nước việt nam cũng như lịch sử việt nam so với sách giáo khoa “học thuộc lòng” về “việt nam vô địch”, một việt nam của bên thắng cuộc!

Rất cảm động khi biết về thế hệ mất mát của đất nước, những biến cố rúng động làm thay đổi số phận con người và dân tộc, những trớ trêu thời cuộc, thật tình tôi cảm ơn tác giả thật nhiều khi cho tôi cơ hội được hiểu thêm những điều mà không ai nói tôi nghe và biết trong 30 cuộc đời tôi.

Một điều tôi cảm thấy hơi khó theo dõi cuốn sách là các mốc điểm thời gian không mạch lạc theo trình tự nhất định, nên khi đọc, tôi chủ yếu hiểu mạch câu chuyện và diễn biến nói chung chứ chưa xâu chuỗi thành hệ thống được.

Đọc xong chẳng phải để trách cứ hay tôn sùng một bên nào cả, vì chả bên nào hoàn hảo, từ cá nhân đến nhà nước, đến chế độ đảng phái. Chiến tranh nếu không xảy ra ở việt nam thì cũng xảy ra ở các nước khác trên thế giới hàng ngày hàng giờ. Do đó, theo tôi, đọc để hiểu, thương và học bài học từ những sai lầm đó, đừng đọc mù quáng để dùng đó làm dẫn chứng cho những hố sâu ghét giận sân hận người.... (less)",4
14,"Có một giai đoạn lịch sử mà cho tới giờ mình luôn cảm thấy rất mù mờ về thông tin, đó là khoảng thời gian sau 1975 đến 1986. Thật ra mình nghĩ là che giấu thông tin là cách stupid nhất để giành được lòng tin của mọi người (đặc biệt là khi mà khả năng tiếp cận thông tin ngày càng dễ dàng như hiện nay).
Mình không chắc tất cả những gì tác giả thu thập được và đưa vào sách là sự thật nhưng ít nhất mình rất cám ơn tác giả đã cho người đọc được có cơ hội để hiểu thêm về một góc khuất nào đó của đất nước. Mình luôn muốn nghe câu chuyện từ cả 2 phía và nhìn theo cái nhìn đa chiều nhất có thể, bởi vì mình tin trừ phi mình chứng kiến tất cả, nếu không thì những gì đc nghe lại đều đã bị méo mó đi do qua điểm chủ quan của con người. Tự nhiên cứ bị nhớ đến cái câu ""lịch sử được viết nên bởi kẻ thắng cuộc"".
Hồi nhỏ rất thích ca sĩ Đình Văn hát bài Những bông hoa trên tuyến lửa (con nít nên đâu có hiểu đằng sau sau đó là biết bao những câu chuyện tang thương do chiến tranh).
Thôi nói chung là highly recommend. (less)",5
15,"""Lịch sử được viết nên bởi người chiến thắng""
Trong suốt thời gian đi học, lịch sử luôn là môn học khiến tôi ngán ngẩm nhất với hàng loạt số liệu, sự kiện khô khan mà tôi không tài nào nhớ nổi. Lớn lên ở Việt Nam, thế hệ trẻ chúng tôi có một thiệt thòi rất lớn là không được tiếp cận với lịch sử một cách khách quan hoăc công tâm nhất. Đó cũng là lý do vì sao mặc dù đã biết đến cuốn sách này từ rất lâu, mãi cho đến ngày hôm nay tôi mới hoàn thành việc đọc nó.
Cuốn sách được tác giả dày công nghiên cứu và xây dựng hết sức công phu. Nó hoàn toàn không mang tính đả kích hay thể hiện quan điểm cá nhân, không đề cao hay hạ thấp bên nào. Nhiệm vụ của nó chỉ đơn giản là thuật lại những gì đã diễn ra trong quá khứ từ sau khi Việt Nam chính thức giành độc lập năm 1975. Huy Đức đã làm xuất sắc vai trò của mình như một người cầm đuốc soi sáng lên quãng thời gian mang đầy biến động của dân tộc Việt Nam. Tôi hy vọng thế hệ trẻ chúng tôi sẽ có cơ hội để sửa sai, để hàn gắn những vết thương gây ra bởi những người đi trước. (less)",5
16,"This is the best source of information about (i) the end of the Vietnam/USA war, (ii) the relationship between the Vietnamese invasion of Cambodia and the Chinese invasion of Vietnam, and (iii) the ""Doi moi"" period. These are all very important historical events for modern Vietnam. For example, without ""Doi moi"", there is a small possibility that we could have become another North Korea, who knows. Growing up in the country, I have heard rumors here and there, but by definition, one can never tell 100% sure if these were true. The insider accounts are fascinating, highly recommended for students of history, and those who are interested in understanding how our lives are shaped by these relatively recent events! I cannot wait to read the next book!

PS: Obviously, some of these accounts are hard to verify, so the readers have to have some level of trust in the author, so read with open eyes. (less)",5
17,"Thực sự thì tập 1 có quá nhiều những cái tên, sự kiện và nhân vật mà mình không hiểu. Chưa kể những nhân vật này lại có một câu chuyện quá khứ cần phải biết, những quyết định sẽ ảnh hưởng và định hình đất nước trong mấy thập kỷ gần đây. Với chút kiến thức về kinh tế, phần cuối cuốn 2 là thú vị nhất khi nói về quãng thời gian 2008 - 2013 khi thế giới đang ở trong cuộc khủng hoảng tài chính và cách thức các lãnh đạo tại thời điểm đó ứng phó. Điều ấn tượng nhất là phần trích dẫn rõ ràng và chi tiết mà tác giả đã viết.

(less)",4
18,"Bên thắng cuộc cung cấp được thông tin toàn cảnh xã hội Việt Nam, đặc biệt là miền nam Việt Nam sau khi giải phóng. Bản thân tự thấy mình không có quyền phán xét bất kỳ bên nào của cuộc chiến giải phóng dân tộc. Cảm ơn tác giả đã dày công để có được những thông tin quý giá này. Không ai mong chiến tranh cả. Chiến tranh chỉ mang lại khổ đau, sự hỗn loạn và cả mất mát. Chiến tranh cũng là thứ kéo thụt lùi bước tiến của xã hội, của loài người. Và là máu và nước mắt cho cả hai phe.",5
19,"I'll gave it 5 stars. Yes. 5 stars.

I read a lot of history books. Yet I find this book the most engaging and interesting. I couldn't even put it down to study for my midterms. (Yes, I took 2 midterm exams without any review because of this. And I'm not gonna regret it). This is a ""must-read"" for everyone. Give it a shot. (maybe two =)) because this is only part I). (less)",5
20,"Cuốn sách cơ bản nhất cho bất cứ quan tâm đến lịch sử Việt Nam sau năm 1975. Huy Đức là một nhà trí thức nhưng không phải một nhà sử học, những câu chuyện được kể có thể đúng có thể sai nhưng dù thế nào cũng được viết bằng sự khánh quan. Tác giả viết để người đọc tự nhìn nhận, tự đánh giá về những gì đã và đang xảy ra với đất nước.",4
21,"Với tôi đây có quyển sách rất đáng đọc, để hiểu về bối cảnh xã hội Việt Nam những năm đầu sau chiến tranh, cách nền kinh tế bao cấp vận hành, những khủng khoảng trong cải cách tiền tệ, về nạn Hoa Kiều...",5
22,"4.2
miêu tả khá chi tiết nhiều mặt của đất nước trong khoảng thời gian 1975-1990s. Những chính sách kinh tế, đổi thay chính trị, đời sống của nhân dân sau mỗi chính sách...

Không mới nhưng đầy đủ và cung cấp 1 cái nhìn toàn cảnh, tiện tra cứu.",4
23,Crying!,0
24,"Một nửa khác của lịch sử. Một nửa đầy sai lầm, mất mát, chứ không phải toàn màu hồng như lịch sử ta vẫn học",4
25,Still have a lot of grammar and spelling errors.,4
26,"Không có tác phẩm nào do con người lại hoàn hảo. Bên Thắng Cuộc cũng vậy.

Nhưng đây thực sự là một tác phẩm khai mở dòng văn chương lịch sử mới. Táo bạo & nhân văn hơn.

Cám ơn tác giả Huy Đức.",5
27,Thích cái bìa sách. Cái loa phóng thanh và đường dây điện.,4
28,Bức tranh toàn cảnh về lịch sử VN ở mốc thời gian trước sau 1975.,5
29,"Đầu tiên xin nói về cách viết của tác giả Huy Đức. Nội dung không được sắp xếp theo thứ tự thời gian và cách tổ chức của cuốn sách có vẻ không được hợp lý nên khó theo dõi. Có những sự kiện trùng lặp nhau và mặc dù tên cuốn sách là Giải Phóng tức là trình bày lại những diễn biến lịch sử sau 30-4-1975 nhưng nội dung có đề cập đến nhiều thời điểm lịch sử trước năm 1975 liên quan đến những nhà lãnh đạo tối cao của Nhà nước, tuy nhiên những sự kiện này lại không làm rõ được ý mà tác giả muốn đề cập. Nội dung cuốn sách không đó những đoạn phân tích chính trị và kinh tế như kiểu sách mà tôi thích nhưng có thể cái nhìn trung lập trong cuốn sách về lịch sử lại là một điều đúng đắn. Độc giả hãy tự đọc và nhìn nhận lịch sử theo con mắt chủ quan của riêng họ chứ không nên nhìn theo con mắt của tác giả rồi phê phán hay ủng hộ. Lịch sử nên được nhìn từ nhiều chiều và lối viết trung lập của tác giả khiên tôi phải tự hình dung thế cuộc và cảm nhận diễn tiến của lịch sử theo cách của riêng mình.
Tôi không biết nội dung của cuốn sách có bao nhiêu % sự thật và cũng khó có thể kiểm chứng nhưng những thông tin mà cuốn sách đưa ra khớp với những giai thoại và những lời đồn đoán lan tràn trong xã hội.
Đây thực sự là một cuốn sách nên đọc nếu bạn muốn nhìn lịch sử bằng con mắt khác thay vì những gì quá tốt đẹp đã được tô vẽ lên trong những cuốn sách lịch sử giáo khoa hay những tác phẩm tuyên truyền.
Nhìn lại lịch sử không phải để phê phán mà để tránh những sai lầm đã qua. (less)",4
30,"Lần đầu được nghe tới cuốn sách là năm 2012, mình đặt mua sách 2013 nhưng đến tận giờ mới quyết tâm đọc hết. Đây là một cuốn sách rất đáng tham khảo cho những ai muốn tìm hiểu về chiến tranh Việt Nam, những cách nhìn khác nhau về những điều xảy ra trước và sau giải phóng. Nhà trường nên đưa vào chương trình giảng dạy để các bạn học sinh, sinh viên có cái nhìn đa chiều hơn về lịch sử.",5
31,Một cuốn sách viết rất chi tiết về những sự thật không được phổ biến trên truyền thông đại chúng. Cuốn sách mang đến cho chúng ta những cảm xúc buồn bã vì những sai lầm trong quá khứ để rồi nở một nụ cười tin tưởng vào tương lai tươi sáng khi gập cuốn sách lại.,4
32,"Một cuốn sách gây tranh cãi,lắm người khen và nhiều kẻ chê. Tuy nhiên cuốn sách cho biết nhiều thông tin không bao giờ có trong sách giáo khoa lịch sử.
Tất nhiên đọc sử phải từ nhiều góc nhìn và bản thân cũng phải rút ra góc nhìn riêng từ tất cả cóc nguồn tìm hiểu được.
Sẽ đọc tiếp phần 2...",5
33,"Biết thêm nhiều điều về nội tình đất nước, lãnh đạo trong chính quyền thời đó, và nhiều thứ chưa bao giờ biết tới trước cuốn này.",5
34,"Đây vẫn là góc nhìn tác giả một nhà báo màn tới nhiêu câu truyện nhưng quả thật tuyệt vời, các thông tin này vừa thương vừa giận, nhưng dù sao vẫn thương hơn vì nhiều người ko dám đối mặt.",5
35,"Biết tới cuốn sách khi còn học ở trường HV Ngoại giao, giảng viên giới thiệmình còn chưa mường tượng được Sài Gòn như thế nào, tải e-book về, đọc được tới trang về Xuân Lộc, không có một chút hiểu biết và hình dung được về bối cảnh hiện tại ở miền Nam nên đành gác lại.

Tới một ngày thực sự sống ở miền Nam rồi, bắt đầu nghe về những câu chuyện của người dân miền Tây thông qua những ngày đi bụi, họ nói họ từng là con nhà giàu có, địa chủ, sở hữu đất đai và của cải, tới ngày 30/4 hằng năm, họ thường tắt TV đi, không thể coi Hà Nội chiếu những thước phim về Giải phóng Sài Gòn oanh liệt và đầy tự hào được. Khi ấy mình mới ồ à, và nhớ về cuốn sách.
Cuối năm 2017, mình lục lại bản e-book và khi ấy mới thực sự đọc Phần 1- MIỀN NAM.
Đọc miệt mài tới hết chương VI-Vượt biên, tranh thủ những ngày ngồi ở văn phòng để đọc bằng PC, zoom out chữ thật lớn để đọc cho tròn trịa. Mỗi lần mở ra đọc 1-2 tiếng, trán nhăn như não.
Rồi. Bỏ dở ở đây để tiếp 1 .

PHẦN II: THỜI LÊ DUẨN dễ thẩm thấu hơn nên hôm nay đọc xong 1 lèo và có ghi chú lại cẩn thận để khi nào cần, lấy ra đọc và soi lại.

Chắc mình sẽ mất thêm khá nhiều thời gian nữa để bắt đầu đọc cuốn 2: Quyền Bính. (less)",5
36,"Sách không hay ở cách viết để khiến tôi lao vào đọc say mê trong mấy ngày như thế. Cách dẫn dắt đôi chỗ lộn xộn, cấu trúc câu chuyện cũng không hợp lý nếu không nói là khá rối rắm. Có cảm giác tác giả đã quên đi mình là người viết - nhà báo, nhà văn hay nhà viết sử gì đấy - mà viết như những câu chuyện kể của đời thường. Tức là từ chuyện nọ sang chuyện kia, đang ở năm này lại xọ qua năm nọ.
Nhưng đó cũng chính là một phần của lịch sử thì phải. Quá nhiều chi tiết, quá nhiều thứ đồng thời diễn ra, quá nhiều con người liên quan mà mỗi người như thế lại là một câu chuyện riêng biệt. Mỗi nếp nhà, người cha, người mẹ, người thầy của họ lại có một vai gì đấy trong lịch sử cuộc đời họ, và rồi là lịch sử đất nước. Những câu chuyện như thế đều cần được kể nên không tránh cho quyển sách này làm người đọc đôi lúc rối rắm.
Đọc đến hết bỗng thở phào nhẹ nhõm, thế là cũng xong sao. Rồi tự thấy mình hạnh phúc và may mắn, bất kể là mình đang ở bên thắng hay bên thua. Hoà bình đúng là quá đắt giá, nên người Việt Nam mãi không mua nổi nó. (less)",3
