,text,rating
10,"This review has been hidden because it contains spoilers. To view it, click here.",5
11,"A very sweet book about a young adventurous cricket who learned to love peace. I wonder who the frogs, ants, and crickets were supposed to represent because the author mentions all different species of insects as nationalities. The writing style was formal. I still don't know what a longicorn is. (less)",3
12,"Chỉ nên đọc khi bạn còn nhỏ, đừng đọc khi đã lớn, cũng không nên đọc đi đọc lại nhiều lần vì càng lớn đọc càng thấy chán :/",3
13,"Giấc mơ tuổi thơ đẹp quá.
Nặng tình nặng nghĩa, lòng dạ son sắt mà không cần nói đến tìm cảm nam nữ là đây. Dế mèn còn đẹp, chân thực hơn bất cứ nhân vật chính của truyện kiếm hiệp nào mình biết.
Phải chăng ước vọng được đi khắp nơi của mình cũng do Dế mèn truyền cho nhỉ.",5
14,"Chú nhà văn Tô Hoài lại môt lần nữa đưa mình về với thế giới tuổi thơ thật đẹp cùng với những nhân vật dễ thương, hóm hỉnh trong câu chuyện. Cuộc phiêu lưu được diễn tả qua 10 chương với sự xuất hiện của diễn viên chính: Dế Mèn, diễn viên thứ chính: Dế Trũi và các diễn viên phụ: Dế Choắt, bác Xiến Tóc, châu chấu Voi, võ sĩ Bọ Ngựa, lão Chim Trả...
Thật sự mình không nghĩ là chuyến phiêu lưu này thú vị như thế, vì đi học tụi mình chỉ được học có 1 vài trích đoạn trong truyện phần chương 1 thôi. Mình cá chắc nếu bạn đọc sẽ Ồ và Quào lên như mình hoặc đôi khi cười khúc khích vì những lần cà khịa của Mèn và Trũi đối với bọn ở xóm lầy lội chẳng hạn.
Từ năm 1941 mà nhà văn đã có tư tưởng tiến bộ, biết đi du lịch, phải đi đây đi đó mở mang tầm mắt, chính vì thế mà Dế Mèn quyết định cùng Dễ Trũi bắt đầu hành trình khám phá. Dế Mèn từ một kẻ xốc nổi, ngang tàn không coi ai ra gì đến trở thành một bậc quân tử đại trượng phu, kiên định trong suy nghĩ do trải qua nhiều biến cố trong chuyến đi.
Nếu phải chọn ra 1 chương yêu thích nhất trong 10 chương thì mình chọn chương số 8 : Mèn bị tù do lão chim Trả bắt về giữ tổ dùm lão và nhốt Mèn lại. Dù cô đơn có đôi lúc muốn bỏ cuộc nhưng Mèn nhà ta lại suy nghĩ tích cực phải cố gắng sống và gáy theo yêu cầu của lão chim Trả tuy nhiên lại không phải lời gáy vô nghĩa để rồi một ngày vô tình Dế Trũi và binh đoàn Châu Chấu Voi đi ngang qua đã nghe thấy và giải cứu cho Mèn.
""Ai làm chi nên nỗi
Có dại mới có khôn
Nước nước với non non
Năm canh hồn ngơ ngác""
À nếu được chọn thêm nữa thì mình cũng thích cảnh Dế Mèn và Dễ Trũi ở xóm lầy lội nếu cảnh ấy mà dựng thành phim chắc gây cấn hành động lắm vì toàn là nhân vật máu mặt như Ếch Cốm, Cóc, Ễnh Ương, Rắn Mòng mà toàn hù dọa chứ chẳng dám làm gì 😆
Vài dòng khó thể nào diễn tả hết được cảm xúc sung sướng khi đọc tác phẩm. Bạn nào chưa đọc thì hãy đọc ngay đi nhé không là tiếc cả tuổi thơ ngày ấy đấy ^^
""Biết ước mơ và hành động, Dế Mèn của tôi chắc chắn là bạn chung thủy với thế hệ tuổi thơ của bạn"" (less)",5
15,"The work of Diary of a Cricket was signed in 1941 and is the excellent work of writer To Hoai writing for children. The story tells about the adventures, the experience of De Men and the lessons of life.
De Men used to live independently since childhood, when he became a robust young cricket boy, he was aggressive and arrogant, causing rebellious professionals to regret. Bored from living on the edge of the field, De Men traveled back and forth to open his eyes and find meaning for his life. De Men met with De Trui and ended up working side by side in the trips. Went through many places, encountered many species, saw many scenes of life, and also met many difficulties and dangers, but De Men did not give up. In the end, De Men and his friends realized that: ""Everyone has kindness and everyone wants to do business in peace"". They asked their friends to spread the word to invite all species to be brothers, warmly welcomed by the species.
Through the story the author raises questions about the discernment of good and evil, and advocacy for those weaker than themselves. Experiencing the life of De Men, the lessons that he learned from many dangerous dangers is the luggage for him to come into life. Therefore, it can be said that the life of De Men is a great lesson: “Travel broadens the mind”.
The lesson learned from that story is the courage, the inquisitive personality, the sacred friendship with De Trui that saved you from the danger that previously De Men had to regret not being able to do with De Choat. It is the experience of De Men that has cultivated the noble character that young people must learn. The adventure of De Men has also made friends with many people and with his friends against the injustices in society. Even if he previously made mistakes in the past, he still stands up to continue to correct his own mistakes and rise to useful life. (less)",4
16,"3.5 stars

It was a very cute book, and the reason I bought it and read it makes it more special to me. I was working in Hanoi, Vietnam in April-May this year and asked my dear friend to take me to all the book stores in Hanoi (quite a lot!). Although I could have bought almost every single Vietnamese book (because the covers are gorgeous and I'm not really someone who buys based on cover only... especially not in languages I don't speak) but I was on a mission to find some Vietnamese authors in English.

I found one, and when I was about to pay for it, she picks up this one and says that it is a common fairy tale which she had read to her as a child. In English. With gorgeous illustrations. Said and done, i bought that one as well.

I don't know what it is, but I have a major problem with bugs. I like to pretend I don't, but it's getting harder to hide. So a lot of the illustrations of bugs sort of gave me anxiety. And I don't know why, I mean, it's not like there are real pictures of bugs!

But let's talk about the story, it really was an exiting adventure, and I loved how humble the Cricket was to learn from his mistakes. Sure, sometimes it was a bit down my throat with the message of peace (having one group claim universal peace can be more problematic than you think... I study for a master in humanitarian assistance in conflict, if there is one thing I have learned, NO ONE is spared from the possibility of doing more harm than good). But it was a fun read and I felt closer to my friends in Hanoi now being so far away. Okay so this was more like a diary entry than a review, but well you know what, that's the way it is sometimes.
(less)",3
17,"So this was an enjoyable book about the journeys of a Cricket and the life lesson's he learns along the way. My wife says that she studied this at school and I can see why they would use this book as a study text. (This was of course the Vietnamese original and not the translation). My mother in law also read it as a child.

The translation appears to be in an older style of British English and there are one or two small typos but nothing major they are easily overlooked.

The story definitely includes a little propaganda towards the end. In my edition (an older copy), the notes in the afterward from the publishers said that there are parts of the book missing due to ""ridiculous cuttings"" by the colonisers at the time in 1942 which are now lost.

Honestly though, all of this didn't affect my enjoyment of the book and it spreads a good message to children about everyone learning to share and renounce warfare and violence. The characters are well written and the world building is well done considering the nature of this book.

I will recommend it to more people interested in translated Vietnamese stories. (less)",4
18,"Riêng tác phẩm này của nhà văn Tô Hoài thì đọc lại vẫn thấy sướng mê tơi, từ khả năng quan sát và nhân cách hoá tài tình, lối dùng từ và văn miêu tả quá đỉnh (làm mình tò mò muốn đọc bản tiếng Anh quá, kiểu gì mà truyền tải được cái thứ ngôn ngữ này trời!), khả năng kể chuyện khá cuốn hút (người đọc sẽ bị cuốn theo câu chuyện thay vì đoán xem nó sẽ diễn ra thế nào) và nhất là mình cảm thấy có sự cộng hưởng với những giá trị sống trong đó. Vì truyện được viết cho con nít nên những 'bài học' được truyền tải khá 'thẳng tuột' thông qua những suy nghĩ của nhân vật chính Dế Mèn, nhưng vẫn ép phê lắm.

Trời ơi, cụ viết Dế Mèn Phiêu Lưu Ký cách đây hơn 70 năm có, thế mà vẫn trúng tim thế hệ trẻ tụi mình ghê.
'Hỡi ôi! Còn chi buồn bằng, tuổi thì trẻ, gân thì cứng, máu thì cuồn cuộn với trái tim và tấm lòng thiết tha mà đành sống theo khuôn khổ bằng phẳng: ngày hí húi bới đất làm tổ, đêm đi ăn uống và tụ tập chúng bạn nhảy múa dông dài. Tôi không muốn, cho đến lúc nhắm mắt, vẫn phải ân hận chẳng biết đằng cuối cánh đồng mênh mông kia còn những gì lạ và cuộc đời ở đấy ra sao.' (less)",4
19,"""Dế Mèn phiêu lưu ký"" là một tác phẩm thiếu nhi rất nổi tiếng của văn học Việt Nam. Cả một thế giới côn trùng đã hiện lên đầy sống động, chân thực qua ngòi bút của nhà văn Tô Hoài. Các loài vật được nhân hoá và cũng có suy nghĩ, tình cảm, tính cách y như loài người. Không chỉ là một câu chuyện phiêu lưu đầy hấp dẫn, thú vị, ""Dế Mèn phiêu lưu ký"" còn mang ý nghĩa giáo dục rất lớn. Nhà văn đã gửi gắm nhiều thông điệp thông qua hình ảnh chàng Dế Mèn và những người chàng gặp trên đường đi. Bên cạnh việc nhắn nhủ trẻ em về cách đối nhân xử thế, về tấm lòng nghĩa hiệp, tình anh em, bằng hữu, tác phẩm còn ca ngợi lí tưởng sống đầy nhiệt huyết của tuổi trẻ và thể hiện khát vọng về một xã hội đoàn kết, hoà bình, muôn loài đều yêu thương nhau. Một tác phẩm không thể bỏ qua đối với bất cứ người dân Việt Nam nào.

-------------

Mình có mở một tiệm sách nhỏ xinh trên Facebook (www.facebook.com/tiemsachlaplanh) và Instagram (https://www.instagram.com/tiemsachlap...). Mong được bạn ghé thăm. ^^ (less)",5
20,"Dế mèn phiêu lưu ký là tác phẩm nổi tiếng của nhà văn Tô Hoài, tôi đã được học vài trích đoạn của tác phẩm này ở môn văn học lớp 6 nhưng không nhớ là đã từng đọc hết tác phẩm hay chưa, giờ đây khi đọc lại tác phẩm này, ngay tiêu đề chương 1 cảm giác quen thuộc bỗng ùa về “Tôi sống đọc lập từ thuở bé. Một sự ngỗ nghịch đáng ân hận suốt đời”; đây chính là một chương mà tôi được học năm lớp 6. Đọc tác phẩm tôi không khỏi xuýt xoa “sao nhà văn Tô Hoài lại có thể miêu tả thiên nhiên, miêu tả các loài côn trùng bé nhỏ một cách sinh động, rực rỡ một cách tài tình như thế”, chao ôi, vốn từ của nhà văn thật là phong phú, giàu biểu cảm!
Hình ảnh minh hoạ của hoạ sỹ Đậu Đũa rất đẹp, màu sắc tươi sáng, sách bìa cứng, vừa cầm trên tay cuốn sách còn nguyên màng co tôi đã thấy thích mê, trong sách chỉ có lác đác vài lỗi chính tả và đôi chỗ bị lỗi biên tập khiến câu văn hơi khó hiểu.
Một cuốn sách đẹp từ nội dung đến hình thức, tôi cực kỳ hài lòng khi mua cuốn sách này. (less)",5
21,"Dế Mèn Phiêu Lưu Ký - Tô Hoài (1941)
Sài Gòn, 15/08/2016
Đánh giá: 8.5/10 điểm

Phần đầu của Dế Mèn Phiêu Lưu Ký đã được dạy trong chương trình Ngữ văn lớp 7, hồi đó đọc cũng thấy tương đối ""dễ đọc"". Bây giờ đọc lại trọn bộ, cảm thấy khá thích cuốn truyện này, bởi những giá trị của nó.

Bản thân là một người ưa thích xê dịch, mình cảm nhận được những triết lý trong chuyến phiêu lưu của Dế Mèn. Trên hành trình ấy, Dế Mèn đã gặp gỡ được bao nhiêu người bạn hay ho, như Dễ Trũi, Xiến Tóc, Châu Chấu Voi, ... hay trải qua những thử thách cam go và truyền đi một thông điệp tốt đẹp cho mọi người.

Tuy nhiên mình cảm thấy có cái gì đó chưa tới, có thể là chuyến hành trình quá đơn giản, có thể là thông điệp chưa đủ, nhưng dù sao cũng khá thích câu chuyện dành cho trẻ em này. (less)",4
22,"Hồi cấp 1 đọc đi đọc lại quyển này đến mức thuộc làu làu. Lên cấp 3 lại ngồi đọc lại 1 lần nữa. Ngắn so với những quyển sách mà cấp 3 phải đọc, và ngôn ngữ dễ hiểu hơn nhiều. Mà lúc đọc lại mới thấm :) Truyện đã được viết cách đây cả chục năm rồi mà mình nghĩ người học cấp 3, người học đại học đọc cũng không muộn. Mọi người cứ bảo chuyện trẻ con chứ với giới trẻ bây giờ đầy người như dế mèn :)) ý nghĩa của truyện nghe có vẻ đơn giản mà chưa chắc ai cũng thấm cũng nhớ cũng thật sự học được",5
23,"""Tôi sống độc lập từ thuở bé"". Câu mở đầu của sách cũng như là lời tuyên bố về cách sống với cuộc đời của dế Mèn. Mình thích câu này ;A;
Chú dế Mèn ấy tràn đầy khát khao chinh phục, cũng ngựa non háu đá, cũng anh hùng mã thuợng, cũng ngang tàng liều lĩnh, cũng hèn nhát thủ đoạn, cũng ỷ mạnh hiếp yếu, cũng va vấp và cũng thành công. (less)",0
24,"Cuốn lắm. Đang chán đời mà đọc xong thì thấy khoẻ khoắn vững bước xông pha các thứ ngay được. Những chuyện lông gà vỏ tỏi đang luẩn quẩn trong đầu quên hết. Bác Tô Hoài dùng từ hay và gợi mở. Sách thì thơm và đẹp vô cùng, minh hoạ có hồn. Giờ hơi lớn rồi đọc thấy hay kiểu lớn, còn tầm lúc bé như cấp 1 cấp 2 có khi lại một cảm giác khác, bồn chồn run rẩy hơn chẳng hạn :D.",3
25,Must-have!,5
26,Lần đọc đầu tiên năm lớp 7 đã không thấy hay. Mười lăm năm sau đọc lại vẫn không thấy thích.,3
27,"Hỏi tại sao cuốn sách này lại nổi tiếng và được dịch ra nhiều thứ tiếng trên thế giới đến thế?
Đọc rồi mới biết quả thật xứng đáng. Một chuyến phiêu lưu chủa chú dế mèn mới lớn chẳng phải cũng là mơ ước của biết bao người trẻ bây giờ hay sao. Đi để biết mình còn sai còn ích kỉ quá, còn ngạo mạn ngông cuồng, ngu ngốc đến nhường nào, và cũng để biết mình yêu gia đình mình, muốn sống tốt đẹp biết bao. Tác giả kể lại cuộc phiêu lưu ấy cuốn hút quá làm người đọc không dứt ra được.
Chuyến đi của cuộc đời mình có chút điểm giống Dế Mèn kia. Ngày còn học cấp I, II, mình chưa bao giờ để ai vào mắt, xét về học lực, khả năng nghệ thuật, thể lực, mình không thua bất cứ đứa con gái nào trong khối mà bọn con trai cũng phải dè chừng mình. Thành công đến với mình dễ dàng, việc luôn là người thắng làm mình ngạo mạn vô cùng. Bố mẹ thì tất nhiên luôn yêu thương chiều chuộng.
Nhưng lên cấp III, mình lại là người duy nhất trong hyện đỗ trường chuyên ở thành phố, xa bố mẹ, xa bạn. Mình ở nhờ nhà cô họ, bố mẹ phải cúi mình nhờ vả vì mình, không được sống thoải mái như ở nhà, vài chuyện xảy ra làm mình chỉ muốn khóc,... Ở trường thì biết bao con người tài năng hơn mình, sự ngạo mạn làm mình lỡ mất học bổng của kì I,...Bài học đường đời dập tắt ngạo mạn của mình. Giờ thì mình đã biết mình biết ta, biết quý trọng tài năng của mọi người, yêu bố mẹ. Mình phải cố gắng để trở nên thành đạt, báo hiếu bố mẹ. Mình phải sống chứ không phải tồn tại.

(less)",5
28,"Một tác phẩm đã quá đỗi quen thuộc với độc giả. Có lẽ ai trong mỗi chúng ta cũng đã từng 1 lần đọc qua tác phẩm (hoặc một trích đoạn). Trước đây mình cũng đã đọc nhưng gần như quên sạch nội dung theo thời gian. Và khi đọc lại một lần nữa, mình vẫn thấy nó hay một cách kỳ lạ.
Tuy tác phẩm viết cho trẻ em, cho những trí tưởng tượng và tấm lòng hào hiệp nhưng người lớn đọc sẽ có những cảm nhận khác biệt. Có thể nói, Dế mèn phiêu lưu ký là một tập truyện mang đậm chất ""hành tẩu giang hồ"". Ở đó Dế Mèn đã trải qua bao thăng trầm, rút ra bao nhiêu bài học đắt giá. Có những chuyến đi mở mang tầm mắt, tích lũy kinh nghiệm sống mà nếu ru rú ở bờ mương bãi đất thì chẳng bao giờ hiểu được. Có từng chương, từng hồi tương ứng với những vùng miền Dế Mèn đi qua, gặp gỡ và kết bạn với tất cả mọi người. Và cuối cùng thì ước mơ chu du bốn bể của Dế Mèn cũng đã được thực hiện.
Chỉ như thế, Dế mới khôn ngoan hơn, hào hiệp hơn, trượng nghĩa hơn. Đó cũng chính là ý nghĩa lớn nhất của tác phẩm này. Đi một ngày đàng, học một sàng khôn quả là không sai bao giờ. Bên cạnh đó, những bài học nho nhỏ khác được cài cắm khéo léo để độc giả tự ngẫm ra.
Trong tương lai, Dế mèn phiêu lưu ký vẫn là một trong những cuốn sách cần có trong các tủ sách gia đình cũng như nhà trường. (less)",4
29,"Thật cảm ơn anh trai tôi đã để quyển này cho tôi để tôi cảm nhận nó một cách tự nhiên, có lẽ là hơi bất ngờ, tiếp nhận văn bác Tô Hoài mà ko phải do cô giáo hay sách giáo khoa giới thiệu. (Nah đó là năm lớp 5...)
Lớp 5 đọc DMPLK, tôi chỉ thấy đúng một điều rõ ràng nhất: Đừng có mà huênh hoang vô ý quá, tự đắc mình sẽ thiệt đầu tiên. Và lúc ấy tôi nghĩ ngoài đời có ai giống Dế Mèn cứ làm mà không nghĩ hậu quả chắc cuối cùng cũng như chú Dế vậy thôi?!
Sau này lớn lên một chút, rất nhiều lần tôi đọc lại. Kiểu theo định kì, cứ mỗi năm 1-2 lần, có khi lướt qua, có khi ngẫm nghĩ. Tôi nghĩ nhiều người cũng có trong mình một Dế Mèn bé xíu. Một Dế Mèn kiêu ngạo, ích kỉ, tự tôn, vô tư, nông cạn. Rồi Dế Mèn ấy vì cái thói ngông nghênh của mình mà làm hại người khác, thậm chí là gián tiếp giết. Nỗi đau ập đến, Dế Mèn mới hiểu thấm thía cảm giác sống trong tội lỗi là như thế nào. Dế Mèn nhận ra và sửa đổi, làm mới lại cuộc đời của mình. Trải nghiệm và trưởng thành.
Chúng ra của sau này sẽ nhìn lại Dế Mèn của hồi xưa và nghĩ rằng ôi ngày xưa mình tệ thế.
Và tôi nhận được “tinh thần Dế Mèn”: Đừng cố lún sâu thêm vào mấy cái mình biết rõ là không đúng, lúc đó hối hận cũng sẽ là một dạng của tội lỗi. 😕
(review trong lúc đang díp mắt, nhưng cứ nghĩ mãi nên lại phải viết ra T.T) (less)",5
30,"Đặc sắc, sinh động, và cốt truyện thấm đẫm tính nhân văn. Nếu đây là 1 tác phẩm người thật bình thường, người trai trẻ cường tráng, thuở còn ngạo mạn dại dột gây ra hối hận khôn cùng, trải qua sóng gió của cuộc đời rốt cuộc cũng đổi thay, trở thành một hiệp sĩ vì chính nghĩa, được mọi người kính trọng, hoan nghênh... yeah sẽ rất bình thường nếu như đây không phải là THẾ GIỚI ĐỘNG VẬT PHIÊN BẢN CÔN TRÙNG, YEAHHHHH trời ơi cả một bầu trời sáng tạo, kì diệu đến nổi da gà, những câu miêu tả nhân hoá sống động bay lượn trong đầu mở ra cả một thế giới côn trùng đặc sắc, nhộn nhịp, muôn màu muôn vẻ.
Tôi phải thán phục sự tài hoa và khéo léo của Tô Hoài, một óc khiến thức uyên bác về côn trùng và một tâm hồn đầy sáng tạo, đã lồng ghép những bài học đạo đức giản dị mà sâu sắc, thể hiện ở từng tính cách nhân vật xuất hiện trong truyện. Trời ạ, nếu được thì tôi phải làm cả bài phân tích về tác phẩm này mất, nói bâng khươ thế này lộn xộn chẳng đâu vào đâu. (less)",5
31,"Mình chỉ nhớ đó là một câu chuyện rất hay, được đọc từ cái hồi mình còn bé tẹo, nay đọc lại, cảm xúc ngọt ngào vẫn nguyên như thế. Vào một ngày cuối năm, mình như được sống lại trong khung trời tuổi thơ quen thuộc, được trải qua hành trình trong chuyến khám phá của hai bạn dếvà ngỡ ngàng nhận ra, hình như chuyến đi ấy đã khắc sâu trong tâm tưởng mình. Có lẽ từ ngày đó mình đã luôn muốn sau này lớn lên, được đi, được mở mang tầm mắt, học hỏi những điều mới lạ, không chấp nhận làm chú ếch ngồi đáy giếng như trong chuyện... để rồi giờ đây, không chịu được ở một chỗ quá lâu, vài ba tháng lại xách valy đến một nơi mới mẻ :D. Thế mới biết, có những câu chuyện, dù ta không nhớ nhưng nó ăn sâu vào tiềm thức tự lúc nào chẳng hay. (less)",4
