,text,rating
68,"Cuốn sách chứa nhiều tư tưởng độc hại, không phù hợp cho người trẻ ít kinh nghiệm dễ bị ảo tưởng, lệch lạc suy nghĩ. Tác giai trẻ sn 92 vừa bị tẩy chay làm bằng giả tiếng anh, nhưng lại đi xuất bản sách dạy tiếng anh?
Mong mng cân nhắc & có lựa chọn thông minh khi mua sách,",1
69,"Mình thấy một số kiến thức có ích và truyền độc lực cho các bạn trẻ dám bứt ra khỏi vùng an toàn. Tuy nhiên , một số quan điểm bị trùng lặp nhiều trong quá trình diễn giải , hình ảnh minh họa, ghi chú chưa đặc sắc nhưng lại (dường như) phóng to để tăng độ dày cho sách? Tóm tắt nội dung của cuốn sách này là: hãy thoát khỏi tư duy làm thuê và tạo ra các dòng tiền thụ động khác nhau.",3
70,"Nhiều tư tưởng sai lệch đầu độc giới trẻ, không xem trọng vai trò của giáo dục, xem thường khát vọng vươn lên thành công của phụ nữ, xem thường những người làm công việc chuyên môn cho người khác. Tự huyễn hoặc mình có nhiều hiểu biết về chuyên môn, nhưng kiến thức sơ xài, nếu không chọn lọc cẩn thận, dễ bị sách dắt mũi",1
71,"Nhiếu ý tưởng lệch lạc và nông cạn kinh khủng! Những ý tưởng tốt thì toàn đi copy. Tác giả nói dối về điểm thi IELTS để gây dựng tên tuổi và tiếp thị sách, saigonbooks sau khu biết chuyện đã xóa thông tin trên website nhưng không cho thu hồi cuốn sách và vẫn bán trên này! Rõ ràng là vô trách nhiệm. Tẩy chay cái nhà xuất bản này forever!",1
72,"Mua sách vì có vô tình nghe được vài podcast của tác giả, thấy khá ấn tượng vì có nhiều góc nhìn thẳng thắn, trực diện.
Tuy nhiên, mình đọc được 30 chương thì ngưng và ko đọc nữa vì thấy nhiều điểm vô lý và chủ quan từ phía tác giả. Chắc mình ko hợp với giọng văn và lối hành văn như thế này lắm.",3
73,"Sách rác...không nên mua!!!
Nội dung sáo rỗng, chứa nhiều tư tưởng độc hại, đánh tráo khái niệm. Tác giả có nhiều ví dụ mang tính quy chụp, chỉ dựa trên 1 ví dụ nhỏ mà đánh giá toàn bộ sự việc.
Các bạn trẻ nên tránh xa cuốn sách này và tỉnh táo hơn trong việc lựa chọn sách self help .",1
74,Chắc là do bản thân còn hơi có thành kiến với tác giả việt nam về những cuốn sách chủ đề self-help vì không muốn người việt lại chê người việt nhưng cảm thấy ở người Việt tư duy vẫn còn có gì đó ko ổn nên nếu ko nhìn lầm tên tác giả thành tên người dịch thì chắc là ko mua.. vừa tính đọc thử xem thế nào thì nhìn thấy phốt khá nhiều về bạn tác giả này nên bỏ 1 gốc từ lúc mua tới giờ.. Xin lỗi nếu ý kiến của bản thân có hơi lệch lạc.,1
75,"cuốn sách này mình đánh giá 3 sao. có những điều mới và thực tế, tuy vậy trong đó ý chí chủ quan của tác giả nhiều, sơ lược qua thì thấy ổn nhưng hình như tác giả còn thiếu chiều sâu dạng như thiếu độ chín so với câu chữ được viết ra. sẽ là một sự cổ súy hơi tiêu cực cho các bạn đọc còn trẻ , chưa trải nghiệm nhiều về một số vấn đề giáo dục, công việc, tư duy kiếm tiền. hy vọng lần tái bản sau tác giả sẽ củng cố được quan điểm đưa ra trong sách rõ và khoa học hơn.",3
76,"Sách có nhiều góc nhìn khác lạ, vài điểm cũng đáng lưu tâm. Tuy nhiên nhìn chung tác giả viết bằng tư duy và kinh nghiệm cực kỳ chủ quan của mình, nên tổng thể thì lại rối rắm và nhiều luận điểm sai lầm.
Sách tương đối dài cho 1 luận điểm chính, dẫn tới lòng vòng, có thể làm nhiều bạn đọc xong không giải quyết được gì. Ngoài ra, chủ nghĩa vô thần và chủ nghĩa cá nhân áp đặt trên sách là điều mình không thích nhất của tác giả.",3
77,"Cuốn sách này có một số tư tưởng khá hay, có thể cổ cũ thêm động lực cho các bạn trẻ. Tuy nhiên tác giả này đang có 1 scandal cũng ầm ĩ mạng xã hội sau khi phát hành cuốn sách này. Tác giá trước đây có  phát hành cuốn Ielts handbook khá nổi và đang bị đặt nghi vấn làm giả bảng điểm IELTS trong sách, sau đó NXB phải thông cáo tạm dừng xuất bản cuốn sách này luôn",3
78,"cảm nhận tác giả rất tấm huyết để viết nên quyển sách này. nhưng nội dung khá chủ quan, có thể là sự lệch lạc về tư duy và đọc đến gần cuối thì mình thấy chính bản thân tác giả cũng là người đang chạy theo đám đông, khi theo đuổi bằng cấp điểm số để đi du học, xin việc làm và làm thuê như bao người, mà tác giả đang phản đối đó. sống phải lao động, làm việc thì mới có ăn chứ :)))",2
79,"Sách viết rất cực đoan và phiến diện, một số tư tưởng hay nhưng cách tiếp cận của tác giả rất phiến diện nên đọc thấy khó chịu. Người đọc nếu không tỉnh táo dễ bị cuốn vào góc nhìn hạn hẹp của tác giả thì vô cùng nguy hiểm.",1
80,"Nhiều tư tưởng lệch lạc, mang tính chất thiên kiến cá nhân. Nhiều ý tưởng đọc thấp copy giống một số cuốn sách khác của tác giả Cal Newport. Luận điểm đưa ra lan man nhưng không thật sự đưa ra dẫn chứng thuyết phục người đọc.",1
81,"Nội dung mình thấy ko có j quá nổi bật , chỉ là hệ thống lại kiến thức của các cuốn sách khác rồi đem đi xào lại . Vấn đề thứ 2 dùng quá  nhiều tiếng anh mình thấy khá khó chịu về vấn đề này .",3
82,"Sách viết không sâu, nội dung đơn giản, ko phân tích, giải thích đc rõ vấn đề nêu ra, k có j mới mẻ, và mâu thuẫn với chính những trải nghiệm học tập, làm việc mà tác giả đã trải qua. K nên đọc!!!",2
83,"Sản phẩm chứa đựng nhiều tư tưởng độc hại. Bản thân tác giả lừa đảo độc giả và người hâm mộ bán thực phẩm chức năng giả với giá cao, fake bằng ielts để bán sách dạy Ielts, ...",3
84,Sách toàn tư tưởng độc hại từ tác giả mà vẫn có thể qua được bước duyệt nội dung và xuất bản. Quyền lợi của người tiêu dùng đang được đặt ở đâu?!?,1
85,"Sách chất lượng tốt

Tuy nhiên nội dung m ko thích lắm, nội dung phân mảnh và không sâu, cá nhân thôi. Mình thấy quyển lập trình quỹ đạo cuộc đời hay hơn.",3
86,Mình thích sách của Kiên nhưng càng về cuối mình cảm giác như Kiên đang cố hoàn thành sách thật nhanh nên không chăm chút như phần đầu sách.,3
87,"Cuốn sách chứa nhiều tư tưởng độc hại, không phù hợp cho người trẻ ít kinh nghiệm dễ bị ảo tưởng, lệch lạc suy nghĩ.",1
88,"Tác giả đã bị vạch trần bộ mặt thật, *** bằng ielts; bán các loại bột kale, alma fake. Tư duy phiến diện, đầu độc giới trẻ",1
89,"tác giả lừa dối khách hàng, viết hay nhưng nói một đằng, làm 1 nẻo
lừa dối dù 1 chút cũng là phản bội niềm tin",1
90,mình thấy không thích lắm. nội dung chắt lọc từ những cuốn sách khác là nhiều. nên cân nhắc khi mua,3
91,"Sách của KienTran viết rất phiến diện và hung hăng. Lời văn cổ suý cho mọi tư tưởng bỏ việc, rất tiêu cực.",1
92,Giọng văn khá trịch thượng. Áp đặt tư tưởng. Nói chung mình không thích quyển này lắm.,3
93,Tác giả cần một sự chiêm nghiệm sâu sắc và trưởng thành hơn nữa khi viết những thể loại sách như vậy.,2
94,"Cuốn sách dễ đọc, nhưng chủ yếu cho mục đích tham khảo thì ổn",3
95,Không nên mù quáng đọc sách này nhé. Bạn thử tìm hiểu tác giả qua google nha,1
96,Có nội dung nhưng cách phát triển quá dài dòng luẩn quẩn,3
97,Tôi không đồng ý với một số quan điểm của tác giả.,3
98,Hời hợt và nhắc đi nhắc lại 1 điều,1
99,Thấy mn khen nhiều nên mua . Đọc hết 1/3 cuốn sách Ko thấy có gì hay .,3
100,Khá oki nhưng một số trang mang lại 1 tí tiêu cực.,3
101,Lời văn mang tính đầu độc và thiếu sự thuyết phục,1
102,"Nội dung ngắn gọn, chưa sâu và cách trình bày bố cục sách ko ngay ngắn",3
103,Nội dung sách và cách viết phiến diện k như kỳ vọng!!,1
104,Nội dung kiểu có vẻ lặp lại những ý tưởng a Kiên đã chia sẻ,3
105,Nội dung không được như kỳ vọng,3
106,"Tư tưởng phản động, tác giả tự cho mình là đúng",1
107,"Không hay chung chung , không áp dung duoc",1
108,"nội dung quá lan man, ko nói trọng tâm điều gì",1
109,sách đầu độc giới trẻ. tốt nhất ko nên mua,1
110,"Đọc cho vui thôi, đừng tin tất cả",1
111,Sách không thục tế,2
112,sách tiêu cực,1
113,Ko đáng để mua,2
114,tệ,1
115,cũng được,3
116,bình thường,2
117,"Đọc tựa đề thấy thích nên mua về đọc thử.
Nhưng cuốn này chủ yếu thiêng về lý thuyết và cũng hơi khó áp dụng.
Đổi tên thành Tìm hiểu cách đọc ngôn ngữ cơ thể cơ bản thì đúng hơn, vì dành cho người không biết gì về ngôn ngữ cơ thể thì có thể học được vài ý.",3
118,"Mình khá quan tâm đến Body language nên luôn chú ý đến các nội dung này mỗi khi bắt gặp, có thể vì vậy nên cuốn sách này không còn mới mẻ và thú vị với mình nữa. Ví dụ có vẻ nhiều nhưng mô tả không rõ ràng, khó nhận biết trong thực tế. Có thể do phần dịch chưa chuyển tải hết hoặc khác biệt về văn hoá. Chỉ nên đọc đối với những bạn mới nhập môn tìm hiểu body language.",3
119,"Một cuốn sách mà tôi không thích, nội dung sách theo tôi nó không mấy  phù hợp với người VIệt mà nó thực tế với người ngoại quốc như Mỹ và các nước châu Âu hơn. Người Việt hầu như sử dụng ngôn ngữ cơ thể theo một cách khác....",3
120,"Đọc nhiều nhận xét của các bạn toàn tung hô cuốn sách này lên rất nhiều, nhưng xét khía cạnh chủ quan của mình thì mình thấy sách cũng đúng tương đối thôi. Các bạn phải hiểu là văn hóa người Việt Nam là văn hóa phương Đông, còn cuốn sách này do người phương Tây viết, mà đương nhiên thì văn hóa phương Đông khác phương Tây rồi đúng không ạ. Nên theo mình nghĩ các cử chỉ chứa trong cuốn sách này và ý nghĩa của nó chỉ đúng nhất ở phương Tây thôi. Về người Việt mình thì có gì đó khang khác, theo ý kiến của mình thì vậy.",3
121,"Vì mọi sự việc trong cuộc sống đều có nhiều chiều khác nhau, nên cuốn sách còn hơi chủ quan trong việc phán đoán về. ngôn ngữ cơ thể, bởi trong cuộc sống nếu một người đã tinh tườm thì có thể dễ dàng đánh lừa người khác, bên cạnh đó họ muốn tạo bất ngờ cho đối phương nên việc thông qua ngôn ngữ cơ thể phán đoán chỉ là mang tính tham khảo và không giúp ích nhiều. Hy vọng sắp tới tác giả sẽ phát hành cuốn sách chuyên sâu hơn như ngôn ngữ cơ thể dành cho quý cô thanh lịch,...",3
122,"Đúng là quyển sách này chỉ ra rất roc những động tác, cử chỉ, ngôn ngữ hình thể phản ánh được những suy nghĩ hay tâm lý của người đối diện, nhưng là thiên về người Châu âu nhiều hơn. Còn người Châu Á mình thì cử chỉ không được thoáng hay cởi mở như thế. Điều này có phải cho thấy là người phương Tây tự tin hơn người phương Đông mình nhiều không nhỉ? :p. Dù vậy thì quyển sách này cũng nêu được những biểu hiện cơ thể đặc trưng giúp mình nhận biết được những suy nghĩ cơ bản của con người. Nhưng mới chỉ dừng lại ở đó mà thôi.",3
123,"Mình thấy đọc khá mệt, các tip phân tích về body language cũng không mấy là hấp dẫn. Mình nghĩ với mình nó không giúp mình nhiều lắm",1
124,"nội dung thực tiễn nhưng để áp dụng cái này vào đời sống mình nghĩ cần 1 thời gian dài, cách viết hơi khô khan mà nội dung thì dài nên dễ gây nhàm chán",3
125,"nội dung minh họa dễ hiểu, nhưng nói chung nội dung cơ bản không quá khó đoán, tham khảo thì ok",3
126,"Chưa được như mong đợi, cách trình bày khó nhớ nên chưa áp dụng ngay sau 1 lần đọc",3
127,"Nội dung nhạy cảm, thô thiển",1
128,đọc dài lan man không trọng tâm,2
129,sách viết chung chung chưa thực sự hữu ích,3
130,Nội dung sách không hay lắm,1
131,ko hay lắm so với giá tiền đâu mọi người . đây là cuốn mình hơi chán vì học dc ít,1
132,Sách còn lỗi sai chính tả. Mọi ng mua của nhà xuất bản khác thì hơn!,3
133,quá nhiều lỗi chính tả. ....,1
134,không phàn nàn về sách ngoài lỗi chính tả. không biết có hiệu đính chỉnh sửa kiểm tra kỹ càng không mà sai chính tả gây khó chịu. nãn ghê,3
135,sách còn nhiều lỗi chính tả và thiếu chữ..........,3
136,tạm dc nha jdjffjkdididjfjfjf,3
137,"Quyển bí kíp xem qua khá ổn, nhưng quyển về cảm hứng học tập thì chỉ khoảng 40% nội dung là phù hợp, sách này kỳ vọng tạo cảm hứng học cho cấp 2 hoặc 3 mà hơn nửa quyển viết về nghệ thuật đàm phán kinh doanh và quản lý hoạt động tài chính thì cũng chưa hiểu mục đích là gì",3
138,"Sách chả ra gì. Tưởng nó sẽ mang đến sự mới mẻ và sẽ khai sáng tiềm thức theo 1 phương pháp hoàn toàn mới. Ai ngờ cũng chỉ là khuyến khích theo kiểu Học để thi, với 1 người nhìn thấy mặt tôi của giáo dục nên không muốn học, chi nhiều tiền mua combo của ông này để vực lại tinh thần, ai ngờ ổng nhồi 1 mớ lý thuyết nhàm chán vào đầu. Phí tiền",2
139,Con tôi không hứng thú đọc và cũng không thực hiện theo định hướng trong sách,3
140,"cũng bình thường , mọi người đánh giá tốt minh thấy chưa đúng,",2
141,Nội dung không hấp dẫn như quảng cáo,1
142,phu hợp cho bố mẹ hơn la học sinh,3
143,"Sách cơ bản, không quá xuất sắc",3
144,"chất lượng so với giá thành thì hơi mắc. 
sách hữu ích cho người lớn và trẻ em. nhưng cần thêm hướng dẫn vẽ chi tiết cho các hình để ba mẹ có thể xem và chỉ lại cho con vẽ nét nào trước, nét nào vẽ sau.",3
145,"Sách đẹp, nhưng không có hướng dẫn nên khó sử dụng hiệu quả",3
146,"Bình thường, không hấp dẫn như quảng cáo",3
147,Nội dung không có gì đặc sắc. Công nhận ông Phong rất giỏi PR!,1
148,"sách ko có hướng dẫn, giá cao so với chất lượng",1
149,"Nội dung không hay, không phù hợp",2
150,sách không có khoá học online,3
151,Sách rất tệ. gạt KH lấy 500k thì đúng hơn,1
152,Không hay như giới thiệu sách,3
153,Cũng Bình thường mà.,1
154,"Tiếng trung, rối! Đọc không hấp dẫn",1
155,Đọc không hiểu lắm. Không sát thực tế,2
156,Sách phù hợp cho những bạn từ 16-20 tuổi để xác định ngành học và định hướng nghề nghiệp cho tương lai,3
157,"Nội dung chưa được sâu sắc, chỉ mang tính hình thức",3
158,nội dung còn rất mơ hồ ko đa dạng nhiều ngành nghề,3
159,"Vài câu châm ngôn rất hay, làm kim chỉ nam cho b.thân tôi. Nhưng có vài khúc bị dở hơi xíu, nội dung bị lặp lại nhưng đổi câu từ khá nhiều gây nhàm chán",3
160,"Có vẻ mình chưa đủ lớn hoặc đọc sách chưa đủ lâu, nên không thật sự hiểu :",3
161,"Dành cho người trẻ đọc để những năm sau nghĩ lại thì phù hợp, một số thư bị trùng lặp, tuy cách viết có chút khác nhưng cùng là 1 nội dung",3
162,sản phẩm rất ý nghĩa tốt đẹp nhưng chưa bao giờ cho 1 sp quá 3 sao cả,3
163,"sách ổn,,có vài chổ sai chính tả nha",1
164,"Sach khong hay, khong thu vi",1
165,không nên mua sách đc cái tựa,1
166,Không hay cho lắm !!!!!!!,1
167,sản phẩm phù hợp cho các bạn muốn học IT và có nhu cầu tiếp thu kiến thức về nghề IT mặc dù hơi buồn là mình muốn xem về dạng VR và AR nhưng lại không có,3
168,"Cuối sách cần nội dung nhưng nội dung ko đặc sắc và ko có chiều sâu. Trang trí màu mè ko cần thiết, ko xứng đang với mức giá bỏ ra.",3
169,"Phần cuối trang sách không được tốt, nội dung sách thì ok",2
170,Không ấn tượng với tác phẩm này nhiều,3
171,Sách dở! Chán lắm đọc ko nổi luôn,1
172,"Mua về mới biết quyển này giỏi nhất ở quảng cáo, cái gì mà nữ quyền, gì mà độc lập... Đọc thì cũng không khác mấy bài note tâm trạng trên Facebook là mấy, thậm chí nhiều bài trên Facebook còn hay hơn nhiều.

2 là cách dịch của dịch giả quá kém. Do học chuyên ngành tiếng Trung nên tui thực sự khó chịu với cách dịch kém chuyên nghiệp như vậy.",1
173,"Mình mua về đọc thử một cuốn của tác giả do thấy nhiều người review tốt, nhưng về đọc thử thì không hợp giọng văn cho lắm dù quan điểm mình cũng không phải mâu thuẫn. Vì mình đang quan tâm chủ đề về yêu bản thân nên cũng đọc kha khá sách cùng chủ đề, có thể vì như thế nên khi so với nhiều cuốn thì mình thấy cuốn này chưa đủ sâu. Cố gắng đọc được 2-3 chương thì mình không tiếp tục đọc nữa để một thời gian khác đọc lại xem có nghĩ khác không nhưng hiện tại thấy không có gì quá đặc sắc.",3
174,"Sách phù hợp cho các bạn nữ trẻ (theo mình là từ 17-25 tuổi) còn đang băn khoăn về cách theo đuổi và tạo ra hạnh phúc . Những bạn nằm ngoài độ tuổi này và đã có những đúc kết riêng cho bản thân có lẽ sẽ không tìm thấy nhiều điều mới lạ trong quyển sách này, nhưng đọc để chiêm nghiệm lại lối sống và thế giới quan của mình cũng tốt.

* Tuy nhiên, sách của mình bị thiếu hẳn 1 chương (khoảng 10 trang)!",3
175,"Cuốn này theo mình không hay bằng cuốn ""Bạn đắt giá bao nhiêu"", có một số câu chuyện và nôi dung trùng lắp. 
Trong cuốn này tác giả bộc bạch nhiều hơn về đời tư, cuộc sống vợ chồng, xuất thân gia đình và giống cuốn tự truyên hơn.",3
176,"Nếu bạn đang mong chờ quyển sách có nội dung hay để học hỏi về kinh nghiệm sống, cách sống và cả trong tình yêu thì đây không phải. Nó chứa triết lí chủ quan của tác giả nhiều hơn, thấy ko thực tế lắm.",1
177,"không hay bằng Bạn đắt giá bao nhiêu,nếu quyển kia mình cho 10 điểm thì quyển này 6 điểm, đọc hơi buồn ngủ, hoặc có lẽ chưa phù hợp vs tuổi của mình",3
178,"một số điểm khá hay, nhưng đọc cảm thấy nó đều đều ko có gì đặc biệt, thực sự những gì tác giả viết ko có gì mới...",3
179,"thấy mn  khen, mình tính mua tặng bạn. đọc sơ sơ thấy phụ lục  cũng  hay nhưng đọc nội dug  thì thấy văn phong lôi  thôi, rườm rà  quá.",2
180,"Thật sự tùy người đọc cảm nhận , mình đọc thấy quyển này bình thường không hấp dẫn đôi khi khó đọc. Đây chỉ là cảm nhận của mình .",3
181,đọc tạm ko hay lắm.......,3
182,"Nội dung được 
Không xuất sắc lắm",3
183,"Sản phẩm dễ hiểu nhưng chưa thật sự hữu ích, vì chủ yếu lướt nhiều mặt nhưng không đi sâu.",3
184,"Chỉ có một số ít thông tin hữu ích thôi, còn lại rất chán",1
185,có thể áp dụng những kỹ năng trong sách vào cuộc sống luôn ko nhỉ,3
186,Nhiều review khen nhưng cá nhân mình thấy nội dung sách không phù hợp với đọc giả ngoài nước Mỹ.,3
187,noi dung khong phu hop voi thuc tien,2
188,"Quyển này dịch giả Mai dịch quá tệ vì không thoát ý, câu cú rờm rà. Đọc văn phong rất mệt não, bạn cần rèn luyện tư duy phản biện để phản biện sách do mình dịch ra.",2
189,Nội dung dở tệ. Phí thời giờ. Thất vọng,1
190,cách trình bày không hấp dẫn người đọc,3
191,tạm được. nội dung không như kì vọng,3
192,Nội dung sách không có giá trị.,1
193,"Đọc được già nửa cuốn sách thỳ mình thực sự bắt đầu cảm thấy bị rối, sách ko hay như mong đợi, nội dung thỳ tập trung vào các câu chuyện của tác giả là chủ yếu nhằm khích lệ động viên tinh thần người đọc, chỉ đưa ra được bề nổi của vấn đề. Càng về sau càng k muốn đọc nữa, nhưng vì k muốn vỏ dở cuốn sách và tiếc số tiền mình bỏ nên sẽ cố gắng hoàn thành cuốn sách và review thêm sau.",2
194,"Chất lượng sách in k hài lòng lắm. Đôi trang mực hơi nhoè. Màu giấy và màu mực in chủ đạo là xanh, cảm giác đọc hơi tối và mỏi mắt nếu đọc lâu.
Hình thức sách nhìn chung k đánh giá cao.
Nội dung thì vẫn là những vấn đề thường nhật. Nhiều chỗ sáo rỗng, lặp lại, nói k sâu hẳn và giọng văn điển hình của các nhà văn TQ. Tuy nhiên vẫn cóp nhặt đc nhiều chỗ có ích.",3
